OBJECTID,OccurredFrom_Timestamp,OccurredThrough_Timestamp,Reported_Timestamp,Statute_Text,Statute_Description,Weapon_Description,Larceny_Type,Location_Type,x,y
1095,1582761600000,1584042120000,1584056520000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,-77.63897568126188,43.195030366517486
1191,1584187200000,1584194400000,1584387600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.57957797017374,43.181579577596096
1194,1581249600000,1581251400000,1581278400000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,-77.57707581423469,43.17703174746214
1248,1581703200000,1581703200000,1581806940000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Other Outside Location,-77.5603955901685,43.15651226902113
1315,1581428220000,1581429600000,1581568380000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Outside Location,-77.62090086819566,43.223654271824905
1343,1584046800000,1584070200000,1584107160000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Other Building,-77.54919333874777,43.1445003710334
1353,1585192140000,1585192140000,1585206540000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,-77.58384734933327,43.18783912366842
1969,1583175600000,1583186400000,1583241240000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Pocket-picking,Multiple Dwelling,-77.63852963077474,43.19517357811695
1974,1582315200000,1582354800000,1582376400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Street,-77.56867442733896,43.18421015435474
2175,1582047000000,1582059600000,1582065000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,College,-77.62670099824422,43.129819000370816
2193,1581292800000,1581292800000,1581538200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Financial Institution,-77.58863770305459,43.161554359389655
2328,1584716400000,1584723600000,1584759000000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,Theft from Building,Multiple Dwelling,-77.56455235251399,43.187272683094164
2361,1582899600000,1582900200000,1582919940000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Hospital,-77.62435792572026,43.12360794627447
2481,1585357200000,1585357200000,1585429560000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Parking Lot,-77.5759911837067,43.15256299972569
2502,1584911400000,1584911400000,1584925800000,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,* No Weapon Specified *,* No Larceny Type Specified *,Auto Sales Lot,-77.65999039707691,43.20314279867133
2632,1584900000000,1584900000000,1584915720000,Robbery,Robbery 3rd                                                 ,Personal Weapons,* No Larceny Type Specified *,Street,-77.65555508879194,43.14350197054613
2704,1583518620000,1583523000000,1583962200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Outside Location,-77.59120828253593,43.18901591084593
2727,1584064800000,1584079200000,1584326100000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,All Other Larcenies,Other Residential,-77.61490432268171,43.1972717144035
2748,1581685200000,1581717600000,1582034520000,Larceny,Grand Larceny 4th: Credit Card                              ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.64092899046399,43.15110884931553
2772,1583022600000,1583026200000,1583253960000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,Theft from Building,College,-77.62670099824422,43.129819000370816
2857,1581058800000,1581094800000,1581113400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Building,-77.61953700407192,43.19120169082902
2867,1583420280000,1583420280000,1583438280000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,-77.64379657342441,43.157523374321975
2869,1583588700000,1583595900000,1583614200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.5470590901946,43.14420514876855
3103,1583244000000,1583245800000,1583266500000,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,* No Weapon Specified *,Theft from Building,College,-77.62670099824422,43.129819000370816
3258,1584208800000,1584266400000,1584287580000,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,* No Weapon Specified *,* No Larceny Type Specified *,Multiple Dwelling,-77.64189676231261,43.215246002637556
3846,1581613200000,1581613500000,1581702600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Public Transit Vehicle,-77.61389395569208,43.15560651965507
4012,1582405200000,1582444800000,1582465620000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.57257300142801,43.158935899419255
4252,1583757060000,1583757060000,1583782200000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Other Residential,-77.63020214191407,43.16145952071453
4371,1584126000000,1584135000000,1584216900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.56826302049234,43.15423452307561
4419,1582556400000,1582567200000,1582587300000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Unknown,-77.63919065510494,43.19100396253585
4481,1583839800000,1583842800000,1583857500000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.55704600182725,43.23234799788228
4515,1583818200000,1583818620000,1583833200000,Robbery,Robbery 1st: Displays What Appears To Be a Firearm          ,Firearm,* No Larceny Type Specified *,Street,-77.63672909941624,43.17856500976588
4675,1581267420000,1581325200000,1581347520000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Auto Shop,-77.56545414540719,43.171156428505164
4681,1582488000000,1582525800000,1582543800000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,-77.65127350897089,43.164896405081485
4827,1582234020000,1582234020000,1582324020000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Restaurant,-77.5795794295027,43.169243560962016
4840,1582772400000,1582772400000,1584206820000,Robbery,Robbery 1st: Use/Threatens Use of Dangerous Instrument      ,Knife/Cutting Instrument,* No Larceny Type Specified *,Street,-77.6116697517371,43.175045741133744
4985,1583386200000,1583387100000,1583405160000,Robbery,Robbery 2nd: Motor Vehicle                                  ,Personal Weapons,* No Larceny Type Specified *,Street,-77.63184722041775,43.159915014140154
5031,1583751300000,1583766000000,1583793600000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.62003401049651,43.184530733692625
5291,1580973960000,1580976900000,1580991960000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Hospital,-77.62435792572026,43.12360794627447
5367,1583226600000,1583238600000,1583257920000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.61904793807278,43.16058330224716
5381,1581220800000,1581222600000,1581264900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,-77.64343570335875,43.2116337759926
5524,1581663600000,1581688800000,1581729900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Yard,-77.65183914431825,43.1431584597853
5541,1583434800000,1583510400000,1583548080000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Single Family Home,-77.65627432307299,43.19533406910257
5594,1583265600000,1583314200000,1583332620000,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,* No Weapon Specified *,Motor Vehicle Theft,Multiple Dwelling,-77.64799222291911,43.15750169610273
5613,1583789400000,1583831700000,1583847000000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,-77.62223076716947,43.16362714109696
5658,1584146820000,1584146820000,1584161220000,Larceny,Grand Larceny 4th: Property Taken From Person               ,* No Weapon Specified *,All Other Larcenies,Street,-77.58541996608211,43.141252401901916
5702,1581533640000,1581533640000,1581551640000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Blunt Object,* No Larceny Type Specified *,Yard,-77.62126045814202,43.180355894116204
6018,1584643200000,1584643200000,1584658980000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Street,-77.5889797719503,43.168571611146604
6027,1580941800000,1580941800000,1580959800000,Burglary,Burglary 1st: Use or Threaten Use of Dangerous Instrument   ,Firearm,* No Larceny Type Specified *,Single Family Home,-77.61762926791994,43.17887303447453
6028,1580855400000,1580855400000,1580873400000,Aggravated Assault,Assault 2nd: Intent To Cause Physical Injury with Weapon/Ins,Knife/Cutting Instrument,* No Larceny Type Specified *,Single Family Home,-77.61762926791994,43.17887303447453
6187,1585608780000,1585608780000,1585623180000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Gas Station,-77.63935563178602,43.193081658240374
6188,1585254600000,1585254600000,1585269900000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Shoplifting,Gas Station,-77.63935563178602,43.193081658240374
6189,1583817480000,1583817480000,1583831880000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,Theft from Building,Gas Station,-77.63935563178602,43.193081658240374
6190,1583380800000,1583382600000,1583402100000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Grocery/Supermarket,-77.63935563178602,43.193081658240374
6191,1581699600000,1581770220000,1581881400000,Larceny,Petit Larceny                                               ,* No Weapon Specified *,All Other Larcenies,Gas Station,-77.63935563178602,43.193081658240374
